timestamp,equipment_id,temperature,vibration,pressure,rpm,failure
2024-01-03 09:00:00,EQ-001,67.58,5.58,113.04,3051.43,0
2024-01-03 10:00:00,EQ-001,63.44,5.99,99.01,3062.35,0
2024-01-03 11:00:00,EQ-001,65.91,5.84,104.84,3063.02,0
2024-01-03 12:00:00,EQ-001,65.09,5.73,99.95,2987.07,0
2024-01-03 13:00:00,EQ-001,71.02,6.1,96.02,3065.62,0
2024-01-03 14:00:00,EQ-001,71.74,6.42,94.72,2995.52,0
2024-01-03 15:00:00,EQ-001,70.02,5.55,104.54,3058.46,0
2024-01-03 16:00:00,EQ-001,65.64,5.87,86.11,2968.51,0
2024-01-03 17:00:00,EQ-001,66.99,5.28,110.48,2948.22,0
2024-01-03 18:00:00,EQ-001,66.61,5.97,109.53,2947.94,0
2024-01-03 19:00:00,EQ-001,69.82,5.91,97.41,3042.84,0
2024-01-03 20:00:00,EQ-001,67.89,5.6,102.67,3000.47,0
2024-01-03 21:00:00,EQ-001,67.72,6.23,110.25,2957.84,0
2024-01-03 22:00:00,EQ-001,71.76,4.93,101.56,3049.15,0
2024-01-03 23:00:00,EQ-001,68.05,5.59,101.28,2995.08,0
2024-01-04 00:00:00,EQ-001,66.31,6.33,104.11,2985.09,0
2024-01-04 01:00:00,EQ-001,69.29,6.06,106.38,3051.21,0
2024-01-04 02:00:00,EQ-001,65.83,5.62,106.06,3050.25,0
2024-01-04 03:00:00,EQ-001,67.45,5.96,108.71,2990.15,0
2024-01-04 04:00:00,EQ-001,68.58,5.8,101.23,3074.67,0
2024-01-04 05:00:00,EQ-001,69.14,6.31,108.85,3020.78,0
2024-01-04 06:00:00,EQ-001,68.85,5.75,103.94,3013.22,0
2024-01-04 07:00:00,EQ-001,67.68,6.2,98.23,3124.35,0
2024-01-04 08:00:00,EQ-001,65.48,5.29,108.11,3059.31,0
2024-01-04 09:00:00,EQ-001,68.74,6.22,102.26,2974.87,0
2024-01-04 10:00:00,EQ-001,67.64,5.56,107.2,3012.38,0
2024-01-04 11:00:00,EQ-001,65.84,5.74,104.38,2991.55,0
2024-01-04 12:00:00,EQ-001,65.85,6.02,103.54,2994.38,0
2024-01-04 13:00:00,EQ-001,66.55,6.02,95.08,2949.36,0
2024-01-04 14:00:00,EQ-001,66.05,5.79,103.87,3093.5,0
2024-01-04 15:00:00,EQ-001,69.21,5.82,102.22,2969.61,0
2024-01-04 16:00:00,EQ-001,67.45,5.76,103.93,2978.37,0
2024-01-04 17:00:00,EQ-001,68.53,6.67,101.78,3039.82,0
2024-01-04 18:00:00,EQ-001,68.87,5.7,103.44,3020.36,0
2024-01-04 19:00:00,EQ-001,67.69,5.51,102.44,3044.63,0
2024-01-04 20:00:00,EQ-001,70.39,6.38,113.09,2981.36,0
2024-01-04 21:00:00,EQ-001,69.24,5.99,113.27,2979.32,0
2024-01-04 22:00:00,EQ-001,65.81,5.6,91.7,2993.44,0
2024-01-04 23:00:00,EQ-001,65.97,5.98,104.03,3113.54,0
2024-01-05 00:00:00,EQ-001,69.39,5.61,97.83,3044.33,0
2024-01-05 01:00:00,EQ-001,64.85,6.82,108.22,2996.27,0
2024-01-05 02:00:00,EQ-001,64.06,6.58,101.75,3081.62,0
2024-01-05 03:00:00,EQ-001,64.3,5.6,102.35,3022.08,0
2024-01-05 04:00:00,EQ-001,66.59,6.21,96.98,3012.61,0
2024-01-05 05:00:00,EQ-001,67.73,6.16,105.88,2963.5,0
2024-01-05 06:00:00,EQ-001,64.42,6.54,103.98,2982.31,0
2024-01-05 07:00:00,EQ-001,70.59,5.96,108.22,3023.11,0
2024-01-05 08:00:00,EQ-001,71.61,6.78,101.08,3068.31,0
2024-01-05 09:00:00,EQ-001,68.78,6.59,97.5,3054.03,0
2024-01-05 10:00:00,EQ-001,69.61,5.02,96.4,2917.77,0
2024-01-05 11:00:00,EQ-001,66.95,6.26,109.83,3023.44,0
2024-01-05 12:00:00,EQ-001,70.75,5.21,93.8,3016.95,0
2024-01-05 13:00:00,EQ-001,68.26,5.89,91.98,3015.28,0
2024-01-05 14:00:00,EQ-001,64.88,6.24,104.15,2972.74,0
2024-01-05 15:00:00,EQ-001,66.46,5.37,102.01,3067.49,0
2024-01-05 16:00:00,EQ-001,65.52,6.15,99.67,2980.09,0
2024-01-05 17:00:00,EQ-001,67.28,5.38,99.55,2959.84,0
2024-01-05 18:00:00,EQ-001,71.42,5.92,98.82,3030.43,0
2024-01-05 19:00:00,EQ-001,67.27,5.79,105.39,3057.61,0
2024-01-05 20:00:00,EQ-001,66.43,5.61,100.94,2904.64,0
2024-01-05 21:00:00,EQ-001,64.46,6.58,110.54,3007.28,0
2024-01-05 22:00:00,EQ-001,68.64,6.06,117.71,3075.71,0
2024-01-05 23:00:00,EQ-001,67.23,5.42,94.29,3029.9,0
2024-01-06 00:00:00,EQ-001,65.98,5.19,99.09,2965.65,0
2024-01-06 01:00:00,EQ-001,70.87,6.34,102.28,3093.73,0
2024-01-06 02:00:00,EQ-001,67.65,5.47,109.94,3046.68,0
2024-01-06 03:00:00,EQ-001,65.42,5.81,97.94,2950.59,0
2024-01-06 04:00:00,EQ-001,69.34,6.86,95.33,3047.88,0
2024-01-06 05:00:00,EQ-001,66.19,5.66,99.36,2976.53,0
2024-01-06 06:00:00,EQ-001,67.59,5.49,103.67,3017.22,0
2024-01-06 07:00:00,EQ-001,67.01,5.45,99.44,3057.5,0
2024-01-06 08:00:00,EQ-001,68.49,5.41,102.82,3057.3,0
2024-01-06 09:00:00,EQ-001,64.15,6.17,99.01,3048.26,0
2024-01-06 10:00:00,EQ-001,65.96,5.0,94.18,3022.14,0
2024-01-06 11:00:00,EQ-001,68.01,5.45,105.51,2936.66,0
2024-01-06 12:00:00,EQ-001,67.36,5.3,99.06,3022.1,0
2024-01-06 13:00:00,EQ-001,65.77,5.71,107.35,2990.89,0
2024-01-06 14:00:00,EQ-001,69.16,5.34,104.97,3091.81,0
2024-01-06 15:00:00,EQ-001,62.55,5.5,105.21,3009.58,0
2024-01-06 16:00:00,EQ-001,68.23,5.6,102.75,3011.95,0
2024-01-06 17:00:00,EQ-001,69.83,6.03,104.01,2999.14,0
2024-01-06 18:00:00,EQ-001,66.52,5.69,104.29,2998.68,0
2024-01-06 19:00:00,EQ-001,68.07,6.94,106.68,3003.43,0
2024-01-06 20:00:00,EQ-001,69.89,5.7,92.13,2969.33,0
2024-01-06 21:00:00,EQ-001,63.75,5.73,102.41,3103.55,0
2024-01-06 22:00:00,EQ-001,68.14,5.79,106.47,2909.17,0
2024-01-06 23:00:00,EQ-001,67.96,6.29,94.93,3076.92,0
2024-01-07 00:00:00,EQ-001,68.17,5.69,105.48,3133.27,0
2024-01-07 01:00:00,EQ-001,67.85,6.03,100.02,2977.24,0
2024-01-07 02:00:00,EQ-001,69.15,5.47,102.68,2995.85,0
2024-01-07 03:00:00,EQ-001,68.45,6.07,107.51,2994.23,0
2024-01-07 04:00:00,EQ-001,66.95,5.41,100.1,3038.6,0
2024-01-07 05:00:00,EQ-001,69.0,5.44,106.67,3087.51,0
2024-01-07 06:00:00,EQ-001,68.32,6.84,98.45,2957.5,0
2024-01-07 07:00:00,EQ-001,63.93,6.65,105.59,3016.95,0
2024-01-07 08:00:00,EQ-001,68.05,5.34,114.55,3026.19,0
2024-01-07 09:00:00,EQ-001,67.71,6.26,104.72,3030.93,0
2024-01-07 10:00:00,EQ-001,65.91,6.14,111.73,3087.0,0
2024-01-07 11:00:00,EQ-001,70.68,5.65,97.37,3013.44,0
2024-01-07 12:00:00,EQ-001,67.6,6.45,93.86,3096.21,0
2024-01-07 13:00:00,EQ-001,67.17,5.69,97.26,2936.99,0
2024-01-07 14:00:00,EQ-001,69.14,5.94,95.87,2954.98,0
2024-01-07 15:00:00,EQ-001,66.82,6.74,101.02,2944.57,0
2024-01-07 16:00:00,EQ-001,67.0,5.77,88.84,3017.02,0
2024-01-07 17:00:00,EQ-001,67.03,6.25,111.56,3076.06,0
2024-01-07 18:00:00,EQ-001,66.95,5.35,115.19,3022.69,0
2024-01-07 19:00:00,EQ-001,67.52,5.89,103.31,3012.51,0
2024-01-07 20:00:00,EQ-001,66.34,5.63,102.16,2992.56,0
2024-01-07 21:00:00,EQ-001,66.07,5.95,101.05,3094.93,0
2024-01-07 22:00:00,EQ-001,62.19,6.45,108.55,2916.06,0
2024-01-07 23:00:00,EQ-001,66.81,5.72,95.28,2980.84,0
2024-01-08 00:00:00,EQ-001,65.27,6.78,107.0,3083.31,0
2024-01-08 01:00:00,EQ-001,68.93,5.34,99.7,3044.2,0
2024-01-08 02:00:00,EQ-001,65.05,6.26,101.12,3000.99,0
2024-01-08 03:00:00,EQ-001,68.91,6.12,100.52,3077.7,0
2024-01-08 04:00:00,EQ-001,65.33,6.21,105.29,3004.25,0
2024-01-08 05:00:00,EQ-001,68.14,5.28,106.94,3010.49,0
2024-01-08 06:00:00,EQ-001,66.45,6.43,98.8,2949.31,0
2024-01-08 07:00:00,EQ-001,64.38,6.2,95.92,3107.47,0
2024-01-08 08:00:00,EQ-001,63.33,6.75,103.38,3014.9,0
2024-01-08 09:00:00,EQ-001,66.4,6.1,102.13,3074.9,0
2024-01-08 10:00:00,EQ-001,67.72,5.98,100.5,3016.88,0
2024-01-08 11:00:00,EQ-001,68.11,5.05,95.58,3056.89,0
2024-01-08 12:00:00,EQ-001,67.83,5.81,102.41,3037.11,0
2024-01-08 13:00:00,EQ-001,66.41,5.51,103.3,2970.81,0
2024-01-08 14:00:00,EQ-001,68.31,5.05,107.47,3043.36,0
2024-01-08 15:00:00,EQ-001,68.0,6.39,110.65,3070.45,0
2024-01-08 16:00:00,EQ-001,63.81,5.26,99.2,3021.04,0
2024-01-08 17:00:00,EQ-001,68.53,5.54,103.25,2981.96,0
2024-01-08 18:00:00,EQ-001,66.27,5.2,97.7,2952.15,0
2024-01-08 19:00:00,EQ-001,65.54,6.43,97.57,3151.35,0
2024-01-08 20:00:00,EQ-001,68.48,5.99,98.03,3054.75,0
2024-01-08 21:00:00,EQ-001,66.34,5.96,115.12,3014.93,0
2024-01-08 22:00:00,EQ-001,69.79,5.55,102.14,3108.27,0
2024-01-08 23:00:00,EQ-001,66.24,6.81,105.86,2991.61,0
2024-01-09 00:00:00,EQ-001,68.76,6.39,105.43,2941.22,0
2024-01-09 01:00:00,EQ-001,66.04,5.78,101.95,3050.77,0
2024-01-09 02:00:00,EQ-001,67.85,5.23,104.22,3050.26,0
2024-01-09 03:00:00,EQ-001,68.61,6.44,106.49,3042.69,0
2024-01-09 04:00:00,EQ-001,67.35,5.07,104.47,3030.12,0
2024-01-09 05:00:00,EQ-001,68.03,5.26,96.91,3072.39,0
2024-01-09 06:00:00,EQ-001,67.41,6.24,102.46,3021.22,0
2024-01-09 07:00:00,EQ-001,69.37,5.64,102.8,2996.62,0
2024-01-09 08:00:00,EQ-001,66.62,5.75,103.43,2995.79,0
2024-01-09 09:00:00,EQ-001,70.0,5.45,101.39,2997.75,0
2024-01-09 10:00:00,EQ-001,70.38,6.0,107.48,2945.45,0
2024-01-09 11:00:00,EQ-001,68.02,6.35,102.73,3073.01,0
2024-01-09 12:00:00,EQ-001,66.46,6.61,113.81,3001.59,0
2024-01-09 13:00:00,EQ-001,66.6,6.63,110.22,2993.59,0
2024-01-09 14:00:00,EQ-001,66.65,5.76,95.6,2973.8,0
2024-01-09 15:00:00,EQ-001,65.48,5.52,102.15,3031.44,0
2024-01-09 16:00:00,EQ-001,70.59,5.4,107.24,3009.03,0
2024-01-09 17:00:00,EQ-001,67.39,6.24,96.71,3038.85,0
2024-01-09 18:00:00,EQ-001,67.82,6.15,103.77,3142.5,0
2024-01-09 19:00:00,EQ-001,66.22,5.64,99.2,2991.96,0
2024-01-09 20:00:00,EQ-001,66.22,6.5,109.42,2991.19,0
2024-01-09 21:00:00,EQ-001,65.83,6.14,99.56,3051.38,0
2024-01-09 22:00:00,EQ-001,67.9,5.14,110.06,3109.53,0
2024-01-09 23:00:00,EQ-001,66.27,5.71,103.75,3036.45,0
2024-01-10 00:00:00,EQ-001,68.81,6.91,101.44,2979.82,0
2024-01-10 01:00:00,EQ-001,64.73,5.54,102.15,3109.46,0
2024-01-10 02:00:00,EQ-001,66.46,6.01,102.24,3079.15,0
2024-01-10 03:00:00,EQ-001,72.54,5.64,99.87,3071.94,0
2024-01-10 04:00:00,EQ-001,68.85,6.82,105.24,3001.77,0
2024-01-10 05:00:00,EQ-001,68.67,6.46,106.42,3045.1,0
2024-01-10 06:00:00,EQ-001,69.62,6.49,109.23,3052.17,0
2024-01-10 07:00:00,EQ-001,67.16,5.97,108.35,2978.88,0
2024-01-10 08:00:00,EQ-001,68.23,5.7,102.46,3083.65,0
2024-01-10 09:00:00,EQ-001,67.87,5.92,95.52,3057.04,0
2024-01-10 10:00:00,EQ-001,68.78,6.98,100.78,3030.69,0
2024-01-10 11:00:00,EQ-001,67.99,6.69,101.84,3033.68,0
2024-01-10 12:00:00,EQ-001,68.71,5.99,100.09,3029.44,0
2024-01-10 13:00:00,EQ-001,69.64,5.39,102.98,2984.73,0
2024-01-10 14:00:00,EQ-001,69.88,5.14,99.53,3038.59,0
2024-01-10 15:00:00,EQ-001,70.62,5.87,99.54,3113.79,0
2024-01-10 16:00:00,EQ-001,64.59,4.8,104.52,2994.63,0
2024-01-10 17:00:00,EQ-001,65.45,6.26,103.54,2991.53,0
2024-01-10 18:00:00,EQ-001,64.93,6.34,105.57,3014.77,0
2024-01-10 19:00:00,EQ-001,71.18,5.37,94.69,2985.14,0
2024-01-10 20:00:00,EQ-001,67.4,6.02,101.11,3037.33,0
2024-01-10 21:00:00,EQ-001,64.99,6.62,101.91,3075.6,0
2024-01-10 22:00:00,EQ-001,68.18,6.13,105.17,3042.12,0
2024-01-10 23:00:00,EQ-001,68.78,6.57,103.3,3055.18,0
2024-01-11 00:00:00,EQ-001,67.31,6.62,98.94,3109.78,0
2024-01-11 01:00:00,EQ-001,67.41,5.19,102.96,2985.68,0
2024-01-11 02:00:00,EQ-001,69.17,5.58,100.09,2925.25,0
2024-01-11 03:00:00,EQ-001,66.59,4.69,94.4,3057.75,0
2024-01-11 04:00:00,EQ-001,69.06,6.11,97.49,3017.35,0
2024-01-11 05:00:00,EQ-001,67.48,5.32,109.84,3063.6,0
2024-01-11 06:00:00,EQ-001,67.05,5.91,103.36,2917.64,0
2024-01-11 07:00:00,EQ-001,67.0,5.56,97.31,3005.68,0
2024-01-11 08:00:00,EQ-001,71.09,6.22,99.46,3048.36,0
2024-01-11 09:00:00,EQ-001,70.29,6.36,102.62,2987.38,0
2024-01-11 10:00:00,EQ-001,68.89,6.1,106.8,3051.49,0
2024-01-11 11:00:00,EQ-001,69.59,5.63,108.91,3029.61,0
2024-01-11 12:00:00,EQ-001,71.64,5.56,111.0,3029.63,0
2024-01-11 13:00:00,EQ-001,66.19,5.66,100.72,3040.94,0
2024-01-11 14:00:00,EQ-001,68.54,5.61,102.2,3126.85,0
2024-01-11 15:00:00,EQ-001,70.95,6.12,102.51,3025.73,0
2024-01-11 16:00:00,EQ-001,68.72,5.39,101.03,2936.3,0
2024-01-11 17:00:00,EQ-001,68.29,6.23,99.9,3098.43,0
2024-01-11 18:00:00,EQ-001,65.04,5.17,103.44,3072.09,0
2024-01-11 19:00:00,EQ-001,70.86,5.67,107.71,3017.81,0
2024-01-11 20:00:00,EQ-001,67.15,6.34,105.58,2940.91,0
2024-01-11 21:00:00,EQ-001,70.44,6.59,99.19,3039.52,0
2024-01-11 22:00:00,EQ-001,68.48,6.03,99.57,2986.15,0
2024-01-11 23:00:00,EQ-001,67.44,6.49,105.04,3001.2,0
2024-01-12 00:00:00,EQ-001,69.03,4.48,108.06,2932.75,0
2024-01-12 01:00:00,EQ-001,66.77,5.34,95.85,3077.77,0
2024-01-12 02:00:00,EQ-001,66.56,6.07,102.09,3043.58,0
2024-01-12 03:00:00,EQ-001,67.64,5.26,107.3,2995.04,0
2024-01-12 04:00:00,EQ-001,64.38,5.69,109.82,3062.24,0
2024-01-12 05:00:00,EQ-001,66.79,5.73,100.71,3123.57,0
2024-01-12 06:00:00,EQ-001,68.25,6.12,107.47,3031.67,0
2024-01-12 07:00:00,EQ-001,66.97,5.8,101.96,3017.87,0
2024-01-12 08:00:00,EQ-001,68.95,5.93,105.98,3015.7,0
2024-01-12 09:00:00,EQ-001,67.65,4.9,106.9,3037.06,0
2024-01-12 10:00:00,EQ-001,69.49,4.45,112.76,3012.75,0
2024-01-12 11:00:00,EQ-001,69.71,5.38,105.38,2967.06,0
2024-01-12 12:00:00,EQ-001,66.24,6.86,101.37,3030.6,0
2024-01-12 13:00:00,EQ-001,69.23,6.15,103.07,3037.98,0
2024-01-12 14:00:00,EQ-001,72.3,5.87,103.33,3072.26,0
2024-01-12 15:00:00,EQ-001,69.7,6.49,105.51,2962.58,0
2024-01-12 16:00:00,EQ-001,70.76,5.33,103.83,2982.02,0
2024-01-12 17:00:00,EQ-001,67.36,6.07,103.93,3040.83,0
2024-01-12 18:00:00,EQ-001,70.72,6.13,101.1,3067.94,0
2024-01-12 19:00:00,EQ-001,69.87,5.29,105.31,3054.79,0
2024-01-12 20:00:00,EQ-001,66.9,6.59,101.57,3026.01,0
2024-01-12 21:00:00,EQ-001,67.14,5.91,96.84,2947.73,0
2024-01-12 22:00:00,EQ-001,70.68,5.48,97.36,2912.06,0
2024-01-12 23:00:00,EQ-001,66.21,5.24,110.53,3070.22,0
2024-01-13 00:00:00,EQ-001,66.11,7.03,107.23,3003.49,0
2024-01-13 01:00:00,EQ-001,62.49,7.05,95.37,2937.46,0
2024-01-13 02:00:00,EQ-001,69.54,7.12,109.24,3047.93,0
2024-01-13 03:00:00,EQ-001,68.68,6.33,106.11,3033.79,0
2024-01-13 04:00:00,EQ-001,67.7,5.87,98.55,3005.7,0
2024-01-13 05:00:00,EQ-001,64.1,5.85,97.38,2964.55,0
2024-01-13 06:00:00,EQ-001,67.85,6.6,106.91,2941.21,0
2024-01-13 07:00:00,EQ-001,65.51,6.37,97.41,3008.5,0
2024-01-13 08:00:00,EQ-001,68.59,5.42,102.85,2953.03,0
2024-01-13 09:00:00,EQ-001,66.29,6.06,94.35,3041.76,0
2024-01-13 10:00:00,EQ-001,67.45,6.18,103.44,3087.94,0
2024-01-13 11:00:00,EQ-001,67.74,5.69,102.93,3046.9,0
2024-01-13 12:00:00,EQ-001,67.59,5.92,98.81,2986.59,0
2024-01-13 13:00:00,EQ-001,64.69,6.78,96.1,2985.09,0
2024-01-13 14:00:00,EQ-001,66.05,6.35,100.85,3082.12,0
2024-01-13 15:00:00,EQ-001,66.14,6.04,98.14,3126.99,0
2024-01-13 16:00:00,EQ-001,65.12,6.06,105.49,3040.42,0
2024-01-13 17:00:00,EQ-001,67.12,5.84,102.54,3012.38,0
2024-01-13 18:00:00,EQ-001,69.42,7.01,99.53,2951.24,0
2024-01-13 19:00:00,EQ-001,67.31,7.19,98.3,3101.69,0
2024-01-13 20:00:00,EQ-001,70.85,5.62,105.16,3101.15,0
2024-01-13 21:00:00,EQ-001,66.73,5.8,99.41,2968.99,0
2024-01-13 22:00:00,EQ-001,66.19,5.29,102.49,2981.23,0
2024-01-13 23:00:00,EQ-001,67.96,5.12,103.97,3061.41,0
2024-01-14 00:00:00,EQ-001,63.5,6.09,108.46,2959.25,0
2024-01-14 01:00:00,EQ-001,70.84,6.11,98.79,3016.94,0
2024-01-14 02:00:00,EQ-001,68.61,5.94,105.01,2973.7,0
2024-01-14 03:00:00,EQ-001,67.83,5.19,101.76,2974.54,0
2024-01-14 04:00:00,EQ-001,66.02,6.52,107.78,3050.19,0
2024-01-14 05:00:00,EQ-001,65.31,5.74,108.39,3026.82,0
2024-01-14 06:00:00,EQ-001,72.13,6.1,103.28,3004.28,0
2024-01-14 07:00:00,EQ-001,67.76,5.83,105.86,3067.57,0
2024-01-14 08:00:00,EQ-001,65.92,5.24,93.14,3045.13,0
2024-01-14 09:00:00,EQ-001,65.28,4.82,104.26,3144.38,0
2024-01-14 10:00:00,EQ-001,67.48,6.32,102.73,3014.79,0
2024-01-14 11:00:00,EQ-001,69.33,5.76,103.66,3035.82,0
2024-01-14 12:00:00,EQ-001,66.15,6.4,101.45,2981.94,0
2024-01-14 13:00:00,EQ-001,68.56,5.45,102.46,3019.28,0
2024-01-14 14:00:00,EQ-001,69.66,6.14,102.19,3060.62,0
2024-01-14 15:00:00,EQ-001,70.27,6.18,102.37,2954.14,0
2024-01-14 16:00:00,EQ-001,65.36,5.75,99.27,3010.38,0
2024-01-14 17:00:00,EQ-001,67.6,6.17,101.97,3044.06,0
2024-01-14 18:00:00,EQ-001,67.62,4.91,97.62,3012.53,0
2024-01-14 19:00:00,EQ-001,65.07,6.2,109.97,3080.67,0
2024-01-14 20:00:00,EQ-001,67.06,6.65,103.06,3002.88,0
2024-01-14 21:00:00,EQ-001,66.26,5.75,100.38,3028.25,0
2024-01-14 22:00:00,EQ-001,67.81,5.9,104.5,3079.26,0
2024-01-14 23:00:00,EQ-001,69.39,5.16,89.55,3066.45,0
2024-01-15 00:00:00,EQ-001,64.76,5.79,96.47,2929.63,0
2024-01-15 01:00:00,EQ-001,68.57,6.28,99.44,2890.18,0
2024-01-15 02:00:00,EQ-001,66.4,6.1,94.93,3028.9,0
2024-01-15 03:00:00,EQ-001,67.46,6.19,102.92,2971.08,0
2024-01-15 04:00:00,EQ-001,69.88,5.82,102.18,2973.07,0
2024-01-15 05:00:00,EQ-001,66.6,5.46,101.46,3105.32,0
2024-01-15 06:00:00,EQ-001,64.75,5.09,109.68,3009.27,0
2024-01-15 07:00:00,EQ-001,66.15,6.42,99.29,3111.03,0
2024-01-15 08:00:00,EQ-001,68.85,5.66,113.11,2989.45,0
2024-01-15 09:00:00,EQ-001,68.97,6.05,108.83,3097.81,0
2024-01-15 10:00:00,EQ-001,67.55,5.52,104.62,2985.85,0
2024-01-15 11:00:00,EQ-001,71.52,5.97,100.49,3028.97,0
2024-01-15 12:00:00,EQ-001,64.8,5.42,108.32,2986.89,0
2024-01-15 13:00:00,EQ-001,65.4,6.17,108.25,3055.68,0
2024-01-15 14:00:00,EQ-001,69.48,5.52,95.21,3094.8,0
2024-01-15 15:00:00,EQ-001,66.85,5.78,108.96,3047.54,0
2024-01-15 16:00:00,EQ-001,68.4,6.98,99.1,3066.12,0
2024-01-15 17:00:00,EQ-001,67.6,6.04,109.96,3045.12,0
2024-01-15 18:00:00,EQ-001,68.57,6.44,100.5,2977.77,0
2024-01-15 19:00:00,EQ-001,65.4,4.92,112.6,2964.57,0
2024-01-15 20:00:00,EQ-001,67.05,5.76,103.86,3060.52,0
2024-01-15 21:00:00,EQ-001,69.21,5.61,101.48,3033.86,0
2024-01-15 22:00:00,EQ-001,66.99,6.71,104.77,3056.48,0
2024-01-15 23:00:00,EQ-001,68.82,6.49,103.23,2954.89,0
2024-01-16 00:00:00,EQ-001,68.29,5.58,99.68,3049.05,0
2024-01-16 01:00:00,EQ-001,69.97,5.91,103.86,3104.84,0
2024-01-16 02:00:00,EQ-001,67.97,7.2,105.15,2931.69,0
2024-01-16 03:00:00,EQ-001,69.0,6.09,108.77,3053.39,0
2024-01-16 04:00:00,EQ-001,67.21,5.29,101.27,2977.21,0
2024-01-16 05:00:00,EQ-001,66.33,6.2,110.67,3039.47,0
